CellID,AHP,AP height,AP1-AP2int,AP9-AP10int,Adaptation,Halfwidth,Latency,Max dV/dt,Max firing freq,Membrane capacitance,Membrane resistance,Membrane time constant,Min dV/dt,Min latency,Rheobase,Sag Ratio,TH,Vm,dV/dt ratio,mAHP,minISI,staining
180205_5,21.429443359375,65.374755859375,78.25,75.55,0.975468043899289,0.55826536964184,199.55,15.53955078125,69.0,112.951668500183,111.160278320312,11.75,-6.18896484375,199.55,160.0,0.898575020955574,-30.352783203125,-72.0892333984375,2.51084812623274,4.39453125,8.5,WFS1
180205_6,22.35107421875,71.64306640625,55.2,44.7,0.861271676300578,0.570798427705184,615.4,19.5068359375,77.0,98.6622708158116,98.876953125,8.95,-6.18896484375,151.25,160.0,0.934676858929812,-29.681396484375,-76.5054321289062,3.15187376725838,2.60009765625,8.55,WFS1
180205_7,25.616455078125,64.404296875,62.5,56.75,1.0,0.513084196239641,354.55,16.351318359375,39.0,89.7613696498054,113.067626953125,8.8,-7.318115234375,148.8,160.0,0.918977202711029,-28.631591796875,-75.4292297363281,2.23436196830692,1.8310546875,13.4,WFS1
180206_2,22.125244140625,71.209716796875,85.5,81.2,1.16918646508279,0.582610635395857,221.15,16.314697265625,75.0,82.1689969604863,119.361877441406,8.25,-6.84814453125,221.15,160.0,0.929829890643985,-33.160400390625,-76.1981201171875,2.38235294117647,4.58984375,7.35,WFS1
180206_4,23.126220703125,72.83935546875,87.9,78.4,1.06957708049113,0.603428300847452,291.2,16.168212890625,69.0,78.9014228383801,121.994018554687,8.25,-6.268310546875,135.65,160.0,0.909219858156028,-31.77490234375,-76.0379028320312,2.57935735150925,4.669189453125,8.9,WFS1
180206_5,20.7519493103027,62.7746562957763,85.8,84.5,0.877922077922077,0.747639570252219,210.9,12.4206533432006,64.0,47.0514997466612,217.819118499755,8.4,-5.37109398841857,89.3,80.0,0.914456782390244,-33.599853515625,-69.732666015625,2.31249971979315,5.828857421875,6.15,WFS1
180206_8,19.061279296875,47.894287109375,103.6,96.55,0.991273100616016,1.01578275094216,84.95,6.31103515625,35.0,59.3498481192335,411.68212890625,15.95,-2.825927734375,29.1,40.0,0.916416249304396,-34.521484375,-57.4118041992187,2.23326133909287,3.80859375,22.1,WFS1
180207_5,19.66552734375,66.351318359375,74.6,56.05,0.805316091954023,0.592124104681848,981.1,13.739013671875,67.0,96.9173808463251,93.994140625,8.3,-6.67724609375,302.1,160.0,0.833106163864909,-32.904052734375,-71.7176818847656,2.05758683729433,5.96923828125,10.55,WFS1
180208_3,17.401123046875,57.452392578125,94.15,71.65,0.934159061277705,0.741526689828163,262.5,9.50927734375,59.0,115.317372986369,106.735229492187,10.65,-4.736328125,147.95,160.0,0.853909465020576,-31.353759765625,-64.3408203125,2.00773195876288,2.7587890625,8.85,WFS1
180208_4,20.458984375,69.05517578125,101.4,59.2,0.740926157697121,0.678288448304436,304.2,12.744140625,60.0,118.055612009237,95.672607421875,9.75,-5.46875,304.2,200.0,0.871914609739826,-37.493896484375,-77.07763671875,2.33035714285714,5.21240234375,12.45,WFS1
180213_4,22.9186992645263,74.768060684204,73.4,47.45,0.70610119047619,0.535868493020777,132.05,21.91162109375,66.0,73.0638146384352,132.75146484375,8.25,-6.50024318695068,132.05,120.0,0.823736728477299,-29.9377422332763,-66.9967651367187,3.37089251333516,3.7841796875,10.5,WFS1
180307_3,17.6391582489013,64.5751934051513,54.65,42.1,0.857433808553971,0.710076819708502,277.6,11.4746091365814,55.0,88.5445160334925,135.421752929687,10.15,-5.249022975564,119.35,120.0,0.870722392497589,-31.8908672332763,-64.4989007949829,2.18604665858763,2.92969131469726,7.9,WFS1
180307_4,17.3644981384277,72.967529296875,66.9,43.4,0.76950354609929,0.720439344357064,313.35,11.1694328784942,50.0,105.753863997377,137.3291015625,11.8,-5.46264553070068,150.75,120.0,0.9082320877976,-33.02001953125,-69.0834045410156,2.04469296345896,2.044677734375,10.7,WFS1
180809_1,13.397216796875,56.6650390625,69.65,46.75,1.0482062780269,0.850515279054288,705.05,9.58251953125,51.0,113.904565488565,101.776123046875,10.45,-3.89404296875,223.15,160.0,0.892043681747269,-30.99365234375,-71.469482421875,2.46081504702194,2.935791015625,8.1,WFS1
180809_2,20.074462890625,76.043701171875,67.9,61.1,0.94072363356428,0.717193562149305,407.8,17.218017578125,52.0,83.9015457227138,168.45703125,10.85,-4.718017578125,98.6,80.0,0.93573011573504,-33.7158203125,-78.594482421875,3.64941785252263,0.0,6.5,WFS1
180809_4,13.3666954040527,68.206787109375,35.65,52.4,1.44154057771664,0.501669794354543,763.5,14.8010244369506,79.0,175.458932270916,49.591064453125,8.4,-8.23974561691284,43.4,80.0,0.951661631419939,-34.637451171875,-47.4719200134277,1.79629628450788,4.7607421875,5.65,WFS1
180809_5,19.696044921875,66.95556640625,64.4,68.9,1.18895599654874,0.481540085693181,243.5,17.822265625,45.0,153.343286908078,79.5745849609375,10.5,-8.31298828125,90.7,120.0,0.916142557651991,-28.8818359375,-49.9217529296875,2.143906020558,3.7109375,13.05,WFS1
180809_7,19.091796875,73.187255859375,62.15,46.15,0.886647454370797,0.595171411448788,270.65,18.90869140625,60.0,183.183370332997,93.0023193359375,13.85,-6.719970703125,125.8,120.0,0.9016077170418,-35.723876953125,-64.330810546875,2.81380563124432,0.0,10.3,WFS1
180809_8,6.805419921875,25.1464824080467,36.2,29.8,0.991680532445923,0.771602314038246,104.0,3.84521579742431,64.0,85.9034022454011,87.3565673828125,7.75,-2.07519435882568,104.0,320.0,0.936131401429881,-24.2919902801513,-52.6281700134277,1.85294248756548,0.0,10.9,WFS1
180828_1,15.9912109375,82.4951171875,71.65,59.75,0.913608562691131,0.673393267475273,193.8,20.733642578125,46.0,186.878997258127,117.7978515625,18.2,-5.96923828125,100.85,120.0,0.839019189765458,-33.990478515625,-62.924560546875,3.47341513292433,0.482177734375,10.4,WFS1
180828_3,14.385986328125,73.504638671875,73.25,66.1,1.01147666411629,0.739119493996481,285.5,15.85693359375,42.0,95.232,115.203857421875,9.3,-5.2001953125,124.75,160.0,0.917385943279901,-35.791015625,-77.240234375,3.04929577464788,2.74658203125,10.85,WFS1
180828_4,12.481689453125,79.852294921875,117.1,81.2,0.798819478603049,0.677132183150624,954.5,18.719482421875,31.0,208.936554455445,44.7845458984375,8.05,-5.810546875,70.25,480.0,0.77287689269256,-31.646728515625,-63.862548828125,3.22163865546218,3.167724609375,27.3,WFS1
180830_1,10.4980487823486,56.1523399353027,73.35,47.6,0.651162790697674,0.897526488540996,251.25,9.61303758621215,43.0,108.632451873509,135.421800613403,12.95,-3.41796850413084,137.65,160.0,0.882850223860239,-29.2053203582763,-61.4527613991185,2.81250034182414,1.89208984375,16.4,WFS1
180830_2,18.2189922332763,69.7936954498291,79.65,84.0,0.985915492957746,0.690050401030393,232.2,14.9536128044128,72.0,102.488569002244,109.481811523437,9.95,-5.24902439117431,232.2,160.0,0.899681488726707,-28.0151348114013,-58.8571642825478,2.84883660086544,2.532958984375,6.4,WFS1
180830_3,15.496826171875,74.20654296875,80.65,57.85,0.777031564808596,0.689147427588236,227.0,14.703369140625,50.0,121.812077375946,108.33740234375,11.05,-5.33447265625,227.0,160.0,0.867842773135252,-33.67919921875,-71.8480160361842,2.75629290617848,3.369140625,14.65,WFS1
180830_5,21.15478515625,60.3759765625,60.05,59.15,1.00084602368866,0.562904760714482,346.65,12.518310546875,42.0,76.5152607944732,128.47900390625,8.45,-6.939697265625,127.35,120.0,0.841,-29.180908203125,-60.4832240513392,1.80386983289358,3.253173828125,17.4,WFS1
181122_6,14.6484355926513,61.0351524353027,86.95,57.2,0.77088948787062,0.584346224469283,502.85,12.6342771053314,58.0,115.103837563451,80.108642578125,8.65,-5.98144483566284,238.55,200.0,0.877777721193389,-30.2124004364013,-67.4713132858276,2.11224502648637,4.08935546875,11.65,WFS1
181122_7,16.748046875,69.34814453125,63.4,42.25,0.895127118644067,0.567084186927783,873.1,16.6015625,67.0,111.325055611729,89.569091796875,8.4,-6.378173828125,241.45,160.0,0.924230465666929,-33.489990234375,-75.3775024414062,2.60287081339712,3.045654296875,10.45,WFS1
181122_9,15.496826171875,74.71923828125,68.05,41.8,0.860082304526748,0.530865017680062,664.2,15.850830078125,87.0,117.806404833836,115.66162109375,11.9,-7.928466796875,209.2,120.0,0.921723300970873,-38.848876953125,-67.82958984375,1.99923017705927,2.45361328125,7.95,WFS1
181210_1,14.8925743103027,58.1054668426513,89.05,78.3,0.992395437262357,0.652744172746558,280.95,10.8032231330871,85.0,79.6825813230073,93.841552734375,6.9,-5.79833948612213,147.45,200.0,0.883076878106491,-32.2265625,-68.6614990234375,1.86315809188886,6.16455078125,7.1,WFS1
181210_4,14.02587890625,79.571533203125,71.35,71.85,1.15793714746172,0.553532206554635,232.35,18.524169921875,60.0,130.759178997613,98.0377197265625,10.45,-7.33642578125,232.35,160.0,0.921043229724901,-37.79296875,-66.8505859375,2.52495840266222,2.398681640625,11.85,WFS1
181210_5,13.2446250915527,52.18505859375,71.9,58.65,1.02985074626865,0.648333767967524,424.25,9.58251881599426,93.0,74.6022819181234,99.945068359375,7.2,-5.24902337789535,200.65,120.0,0.891117439511976,-32.958984375,-67.1325681686401,1.82558127981446,2.86865615844726,5.55,WFS1
181211_2,16.070556640625,62.481689453125,41.45,49.55,1.11851015801354,0.57204777741508,960.1,12.042236328125,80.0,121.850854271356,103.225708007812,12.95,-6.427001953125,126.0,120.0,0.87622249388753,-37.2314453125,-59.3060302734375,1.87369420702754,2.374267578125,8.95,WFS1
190206_1,12.060546875,75.921630859375,72.5,61.85,0.910898379970544,0.669280343766754,281.65,15.966796875,59.0,122.310734612839,59.7381591796875,7.05,-5.633544921875,281.65,240.0,0.919900497512438,-39.892578125,-77.220458984375,2.83423618634886,2.57568359375,11.0,WFS1
190206_2,22.430419921875,70.66650390625,75.2,59.45,0.746390458254864,0.61604527392488,189.35,17.218017578125,61.0,90.2247809762202,69.732666015625,5.5,-6.097412109375,189.35,240.0,0.919501677048394,-30.45654296875,-77.0394897460937,2.82382382382382,2.783203125,11.85,WFS1
190206_3,14.5263671875,67.279052734375,52.8,47.75,1.17177914110429,0.53342585863374,176.35,13.848876953125,73.0,226.436677740863,33.4930419921875,7.8,-7.379150390625,49.3,200.0,1.09407665505226,-38.446044921875,-52.8024291992187,1.87675765095119,0.0,8.15,WFS1
190206_4,16.070556640625,58.551025390625,52.75,34.75,0.719461697722567,0.649941436938388,434.2,11.273193359375,64.0,129.725127095727,96.435546875,9.15,-5.438232421875,155.5,160.0,0.910435825669732,-34.4482421875,-69.6473693847656,2.0729517396184,2.57568359375,10.5,WFS1
190207_1,10.6811485290527,58.3190898895263,81.75,78.4,0.847109670448406,1.02149192122262,278.6,8.33129835128784,39.0,94.7614935047522,128.93681526184,10.7,-3.08227515220642,156.95,160.0,0.921017389728478,-33.14208984375,-65.8470142364501,2.7029703514055,0.0,10.3,WFS1
190207_12,17.5476036071777,51.33056640625,94.55,75.3,0.943609022556391,0.731022516895883,249.5,8.78906178474426,105.0,81.2338858388011,128.93681526184,9.25,-4.57763630151748,102.4,80.0,0.849033793634328,-32.135009765625,-59.2617420620388,1.92000001875,2.197265625,6.9,WFS1
190207_13,17.1813926696777,75.7446250915527,70.65,61.65,0.89477503628447,0.64384842456697,353.25,17.5170888900756,51.0,116.817562876367,79.345703125,8.4,-5.82885706424713,155.95,200.0,0.86516847620247,-32.440185546875,-68.8900417751736,3.00523562286704,4.45556640625,16.3,WFS1
190207_2,11.0168418884277,83.2214317321777,73.7,135.75,1.69264339152119,0.862769387493048,165.65,16.7236328423023,39.0,189.273560797129,57.220458984375,10.0,-4.79125785827636,45.3,160.0,0.824356023314981,-39.154052734375,-58.3160362243652,3.49044725560201,2.04468154907226,11.85,WFS1
190207_3,17.8466796875,81.06689453125,86.2,62.0,0.728554641598119,0.789813435172442,251.9,17.218017578125,44.0,93.548885962602,172.348022460937,13.55,-4.6875,90.8,80.0,0.85169576560305,-33.30078125,-69.5889282226562,3.67317708333333,2.4169921875,9.75,WFS1
190207_6,14.14794921875,75.335693359375,40.1,61.5,1.16477272727272,0.65472534928058,369.55,16.2841796875,51.0,179.563838827838,55.694580078125,9.35,-5.99365234375,129.6,240.0,0.881434355118565,-30.9814453125,-54.842529296875,2.71690427698574,0.927734375,11.25,WFS1
190207_8,15.2587890625,56.7138671875,60.25,47.15,0.892147587511825,0.606382948406541,748.8,12.799072265625,42.0,257.90966226138,24.5285034179687,6.7,-5.218505859375,134.4,360.0,0.983333333333333,-36.87744140625,-56.8229675292968,2.45263157894736,0.0,19.2,WFS1
190207_9,13.4582481384277,50.048828125,61.3,42.1,0.808837656099904,0.918901891859933,338.0,7.04955959320068,69.0,73.1016525868263,141.90673828125,9.3,-3.38745093345642,140.7,120.0,0.820815402579238,-32.71484375,-64.739990234375,2.08108094602202,3.173828125,6.75,WFS1
190212_1,22.2412109375,69.061279296875,52.7,38.85,0.811912225705329,0.572672206654443,370.2,15.02685546875,37.0,82.6332032422695,156.784057617187,10.5,-6.768798828125,105.35,80.0,0.841143594153052,-32.5439453125,-70.8990478515625,2.2200180342651,2.30712890625,19.0,WFS1
190212_2,16.97998046875,62.042236328125,48.6,38.95,0.913247362250879,0.673960262434111,346.75,10.68115234375,38.0,105.513380372033,137.786865234375,12.55,-5.303955078125,93.75,80.0,0.86875753920386,-33.2763671875,-62.7383422851562,2.01380897583429,0.98876953125,12.75,WFS1
190212_4,13.348388671875,79.486083984375,123.3,87.1,0.985851726089417,0.672523955774813,728.45,17.529296875,29.0,134.773526430123,59.4329833984375,7.1,-5.77392578125,79.0,520.0,0.920824295010846,-37.811279296875,-75.4421997070312,3.03594080338266,1.7822265625,25.5,WFS1
190214_1,12.0544395446777,77.0263633728027,78.3,63.45,1.00316205533596,0.794404466171961,263.4,15.0451648235321,51.0,146.363702840895,148.010301589965,16.75,-4.69970798492431,104.9,80.0,0.904821060695466,-32.562255859375,-58.2733116149902,3.2012977980321,0.6103515625,9.35,WFS1
190214_10,18.8598594665527,80.4443321228027,64.8,61.5,1.01568951279933,0.658066246363936,114.25,23.0712876319885,52.0,182.360998428607,135.421800613403,17.6,-5.95092678070068,55.55,40.0,0.805276412488,-35.308837890625,-56.7291221618652,3.87692345784029,0.762939453125,12.1,WFS1
190214_6,13.946533203125,72.393798828125,52.95,49.75,0.935150375939849,0.672658765843758,844.2,15.380859375,64.0,125.342076502732,65.2313232421875,7.0,-5.596923828125,164.7,200.0,0.952773201537616,-33.319091796875,-73.6627197265625,2.74809160305343,2.069091796875,7.8,WFS1
190214_7,17.32177734375,64.3310546875,45.8,84.2,1.86283185840707,0.592969200411446,83.7,12.493896484375,25.0,170.757249698431,60.1959228515625,5.4,-6.43310546875,83.7,200.0,1.0893351800554,-27.3681640625,-48.0068969726562,1.94212523719165,2.6123046875,17.35,WFS1
190215_1,14.300537109375,73.345947265625,90.85,59.05,0.610967408173823,0.696996202369634,870.15,13.214111328125,43.0,126.811912320483,117.7978515625,12.8,-5.84716796875,165.7,120.0,0.897118233234581,-36.016845703125,-66.378173828125,2.25991649269311,0.701904296875,13.85,WFS1
190215_2,17.29736328125,74.6337890625,50.75,46.0,0.843263061411549,0.728510640011745,237.8,16.27197265625,56.0,98.5695429497569,141.220092773437,11.6,-4.99267578125,103.65,120.0,0.90703125,-32.4462890625,-73.2333374023437,3.25916870415647,3.03955078125,9.3,WFS1
190215_4,4.522705078125,52.91748046875,24.45,61.29055793991416,1.014904223434912,0.895942850770307,33.15,5.99365234375,5.0,269.06275659824,17.242431640625,7.0,-3.546142578125,5.6,440.0,0.670467502850627,-38.09814453125,-51.9828796386718,1.69018932874354,2.362060546875,24.45,WFS1
190218_12,14.971923828125,79.193115234375,72.05,62.5,0.913742690058479,0.568899904323764,846.25,17.32177734375,53.0,130.214301011302,71.563720703125,8.35,-7.220458984375,142.8,200.0,0.920031360250882,-39.599609375,-71.7767333984375,2.39898562975486,4.931640625,8.5,WFS1
190218_5,11.16943359375,60.1806602478027,73.25,35.2,0.505021520803443,0.751467740333104,290.35,7.90405201911926,53.0,136.434036363636,82.7789783477783,11.45,-4.85229444503784,195.25,200.0,0.832199451360233,-41.1071739196777,-68.3227535247802,1.62893083028015,2.410888671875,14.75,WFS1
190218_6,21.453857421875,71.466064453125,65.95,55.55,0.880348652931854,0.579438370570757,545.45,16.497802734375,67.0,111.897138276553,110.244750976562,10.65,-6.5185546875,178.65,120.0,0.855382810208272,-29.718017578125,-65.5584716796875,2.53089887640449,3.570556640625,9.5,WFS1
190218_7,16.375732421875,60.77880859375,74.8,70.75,0.948391420911528,0.629333261260479,656.8,11.36474609375,65.0,122.370124481327,104.141235351562,11.25,-6.201171875,242.9,160.0,0.92632927610506,-33.30078125,-69.3026733398437,1.83267716535433,3.729248046875,9.75,WFS1
190218_9,16.9189453125,65.667724609375,30.7,33.0,1.1,0.600937196162769,13.6,12.2802734375,21.0,129.249254108723,67.901611328125,7.8,-6.695556640625,5.95,120.0,0.896736483195324,-32.03125,-47.6820203993055,1.83409298085688,0.994873046875,19.7,WFS1
190219_1,12.8173789978027,53.4362773895263,66.35,45.85,0.849074074074074,0.968968281304322,718.85,7.01904320716857,48.0,70.4925288839386,152.587890625,9.6,-3.35693335533142,185.05,120.0,0.911827933287078,-32.8369140625,-69.0155029296875,2.0909093104339,3.326416015625,10.65,WFS1
190219_13,17.779541015625,65.7470703125,58.1,85.7,1.56244302643573,0.588251487615879,47.35,13.61083984375,69.0,108.623204419889,121.917724609375,12.0,-6.793212890625,47.35,40.0,0.826691380908248,-31.54296875,-46.826171875,2.00359389038634,2.57568359375,5.1,WFS1
190219_3,19.573974609375,70.013427734375,98.7,71.75,0.935462842242503,0.650892488103817,236.0,13.29345703125,61.0,95.3148364888124,98.114013671875,8.45,-6.304931640625,236.0,160.0,0.799599771297884,-35.382080078125,-66.8426513671875,2.10842207163601,5.9326171875,9.0,WFS1
190219_4,11.0473613739013,35.5834941864013,58.45,84.9,1.38725490196078,1.19523891283815,452.1,4.79125785827636,33.0,58.2181024249697,164.794921875,8.95,-1.83105516433715,94.75,160.0,0.926829250446158,-30.7006816864013,-67.8863525390625,2.61666494357683,2.50244140625,11.15,WFS1
190219_5,10.5590782165527,78.3081016540527,68.1,75.0,0.773195876288659,0.88447725591922,143.1,14.5874025821685,30.0,102.847131893165,64.849853515625,6.65,-4.27245903015136,25.0,680.0,0.91576669317856,-32.16552734375,-74.7810363769531,3.41428729432468,1.3427734375,17.95,WFS1
190219_7,12.8173789978027,56.9457988739013,59.95,157.25,1.80747126436781,0.90977048342198,146.5,9.21630907058715,11.0,78.9646019985122,123.977661132812,8.6,-3.57055639848113,71.95,200.0,0.864795875253786,-33.0810546875,-68.4013366699218,2.5811968897922,3.509521484375,52.8,WFS1
190226_2,15.5029258728027,63.5986309051513,61.7,63.4,1.14855072463768,0.870028506475561,576.7,10.0097647309303,64.0,94.8614590055276,233.459520339965,18.6,-4.05883795022964,79.05,40.0,0.955424721974844,-32.470703125,-57.1289024353027,2.46616515704057,0.518798828125,6.65,WFS1
190226_3,17.578125,63.909912109375,55.05,56.4,0.984293193717277,0.815492892402784,461.15,10.797119140625,57.0,89.9426130424903,224.075317382812,15.1,-4.443359375,77.1,40.0,0.891743747858855,-33.19091796875,-60.3936767578125,2.42994505494505,0.0,6.6,WFS1
190226_4,13.232421875,71.00830078125,93.4,48.05,0.563305978898007,0.771332005271567,957.3,10.11962890625,62.0,94.1427915586819,118.789672851562,9.7,-5.17578125,155.75,40.0,0.81184668989547,-35.94970703125,-67.2283935546875,1.95518867924528,0.0,8.4,WFS1
190226_5,12.2985820770263,75.805658340454,72.9,87.85,1.03719008264462,0.676717223723808,89.75,17.4560537338256,61.0,132.120542969864,103.759765625,12.6,-5.18798828125,89.75,80.0,0.955384623964495,-30.9753398895263,-51.5609703063964,3.36470569852941,0.0,5.85,WFS1
190226_6,11.95068359375,69.036865234375,81.15,55.0,0.881410256410256,0.712834188854409,649.3,13.336181640625,49.0,149.646173264486,79.5745849609375,9.95,-4.6630859375,196.0,160.0,0.957276995305164,-33.160400390625,-68.533935546875,2.85994764397905,0.1953125,10.55,WFS1
190226_9,19.244384765625,70.34912109375,84.05,66.05,0.733481399222654,0.733945949851722,168.2,18.34716796875,43.0,113.836883116883,107.72705078125,10.7,-4.620361328125,87.45,160.0,0.930160903800068,-28.741455078125,-72.738037109375,3.97093791281373,0.445556640625,11.8,WFS1
190228_1,12.2375450134277,76.8127403259277,88.4,86.85,0.953347969264544,0.614786905453319,982.65,15.4724111557006,31.0,155.571393816765,94.9860095977783,12.7,-6.34765434265136,213.85,160.0,0.942379195543867,-36.62109375,-65.8752431869506,2.43750058218166,1.129150390625,19.3,WFS1
190430_1,18.585205078125,72.283935546875,45.15,44.4,0.890672016048144,0.625790069619514,212.85,15.8203125,61.0,83.4853503184713,141.29638671875,9.0,-5.938720703125,82.05,120.0,0.885532150776053,-33.160400390625,-72.2763061523437,2.66392600205549,2.52685546875,9.55,WFS1
190430_3,21.69189453125,67.620849609375,70.95,116.25,1.20341614906832,0.57534428267262,204.95,14.3310546875,67.0,104.079435992578,94.6044921875,10.7,-6.9580078125,106.55,200.0,0.89813874788494,-35.0341796875,-66.2509155273437,2.05964912280701,1.324462890625,10.15,WFS1
190509_10,13.3361778259277,69.854736328125,40.0,74.2,1.76877234803337,0.679400922433177,548.7,14.5263662338256,11.0,120.034436864761,80.1085472106933,8.7,-5.49316358566284,67.35,440.0,0.925773157615029,-33.63037109375,-75.6271362304687,2.6444445003858,2.716064453125,24.4,WFS1
190509_3,10.565185546875,49.652099609375,74.4,114.85,1.60293091416608,0.629073154766201,405.8,9.271240234375,63.0,273.645022692889,101.776123046875,13.8,-4.62646484375,161.85,160.0,1.00846113167636,-26.824951171875,-46.7399597167968,2.00395778364116,0.0,10.35,WFS1
190509_4,15.765380859375,62.030029296875,90.35,74.35,0.835393258426966,0.561010030859191,272.2,11.138916015625,59.0,197.11460295151,58.746337890625,10.7,-6.23779296875,201.15,280.0,0.922715404699738,-35.0830078125,-64.22119140625,1.78571428571428,1.092529296875,9.6,WFS1
190509_5,17.3644981384277,60.7604961395263,86.55,57.1,0.763368983957219,0.563283927024444,276.7,11.8713376522064,94.0,114.143855594129,130.081224441528,11.8,-6.50024366378784,276.7,120.0,0.875690931576472,-32.2265625,-59.9281272888183,1.82629117710469,0.091552734375,7.25,WFS1
190509_6,15.2587852478027,63.6901836395263,69.65,49.35,0.797253634894992,0.5921585703121,616.05,11.9018549919128,87.0,98.5058562628336,107.192993164062,9.15,-6.195068359375,174.7,120.0,0.830132876710811,-35.186767578125,-65.3228759765625,1.9211821890394,2.685546875,8.5,WFS1
190509_7,15.0146484375,72.320556640625,77.85,52.1,0.750179985601151,0.576902162235384,799.75,15.496826171875,64.0,157.572896174863,85.9832763671875,12.1,-6.6162109375,258.6,160.0,0.891943489881634,-37.2802734375,-70.1593017578125,2.34225092250922,1.678466796875,12.75,WFS1
190509_9,17.9443340301513,56.4575157165527,83.75,55.3,0.879173290937996,0.629194212394411,658.35,11.1389164924621,31.0,103.906885950055,108.33740234375,7.65,-5.73730444908142,264.1,200.0,0.926243536125015,-31.1889629364013,-70.1095581054687,1.94148952549408,1.3427734375,18.35,WFS1
190913_1,15.936279296875,45.574951171875,74.65,73.8,1.04310954063604,0.543772802853061,199.2,9.930419921875,83.0,91.6150595710881,112.533569335937,8.8,-5.340576171875,205.55,120.0,0.87221269296741,-33.36181640625,-69.5266723632812,1.85942857142857,5.218505859375,9.35,WFS1
190913_2,12.36572265625,28.765869140625,29.1,27.9,0.973821989528795,0.651338854770211,92.2,5.13916015625,78.0,86.6230173564753,103.225708007812,9.9,-2.45361328125,59.75,200.0,0.910195981146117,-28.143310546875,-60.3408813476562,2.09452736318407,4.77294921875,7.8,WFS1
190923_4,10.4675312042236,26.885984301567,67.65,63.45,0.957735849056603,0.879946072457802,171.05,3.662109375,61.0,57.4375817026975,205.23076057434,10.55,-1.73950099945068,171.05,120.0,0.915504503230568,-25.4516582489013,-59.6404991149902,2.10526431209666,3.0517578125,3.0,WFS1
190924_11,16.5771484375,63.031005859375,54.45,48.0,0.943952802359882,0.521640897413301,418.55,15.093994140625,69.0,122.909659666908,125.350952148437,12.95,-6.591796875,159.2,120.0,0.914270357430798,-33.221435546875,-66.533203125,2.28981481481481,1.806640625,11.15,WFS1
190924_5,17.54150390625,59.918212890625,61.0,58.95,1.03876651982378,0.577762349655676,312.7,11.505126953125,68.0,138.712968609865,84.53369140625,11.8,-6.109619140625,121.65,160.0,0.888929351784413,-32.305908203125,-58.1316779641544,1.88311688311688,0.140380859375,11.05,WFS1
190924_7,8.416748046875,37.21923828125,63.95,67.85,1.05767731878409,0.814356313395534,489.4,5.584716796875,57.0,150.572354048964,57.373046875,9.15,-2.64892578125,160.1,200.0,0.999009410599306,-36.688232421875,-56.314697265625,2.10829493087557,0.4150390625,13.1,WFS1
190926_2,10.443115234375,56.23779296875,69.75,85.55,1.09259259259259,0.889988345604592,135.1,9.814453125,46.0,88.1530434782608,99.4873046875,8.25,-3.668212890625,69.3,200.0,0.891472868217054,-32.43408203125,-65.1065402560764,2.67554076539101,2.587890625,7.45,WFS1
191011_1,15.606689453125,47.589111328125,78.25,70.7,1.06156156156156,0.548958507793743,579.5,8.270263671875,97.0,96.0824406779661,104.06494140625,8.65,-5.511474609375,218.55,160.0,0.866847826086956,-32.806396484375,-68.7503051757812,1.50055370985603,2.52685546875,7.25,WFS1
191011_2,21.22802734375,64.0869140625,72.45,69.4,0.980918727915194,0.424094719875332,842.4,15.386962890625,56.0,105.934119702927,101.62353515625,9.25,-8.97216796875,247.1,160.0,0.904588371707802,-31.4697265625,-71.2205505371093,1.71496598639455,3.729248046875,13.65,WFS1
191014_6,14.581298828125,76.3671875,72.75,56.3,0.778699861687413,0.714629197181321,691.9,17.4560546875,38.0,184.103617153511,61.6455078125,11.3,-5.413818359375,96.25,200.0,0.779108175061932,-33.1787109375,-63.2095336914062,3.22435174746336,4.766845703125,19.7,WFS1
191015_5,16.66259765625,64.61181640625,60.8,45.85,0.793252595155709,0.616306663218047,325.3,11.6455078125,69.0,157.051556550951,77.972412109375,10.7,-6.280517578125,182.4,240.0,0.885408079142621,-32.58056640625,-66.0498046875,1.85422740524781,2.4169921875,8.55,WFS1
191015_6,13.57421875,48.828125,90.85,71.05,0.864881314668289,0.718500611417857,582.8,7.65380859375,46.0,134.392279855247,67.9779052734375,8.5,-4.217529296875,200.4,360.0,0.894086496028243,-32.12890625,-67.3831176757812,1.81476121562952,2.410888671875,12.8,WFS1
191015_7,17.85888671875,67.48046875,19.3,113.45,3.51238390092879,0.49459554474283,97.05,16.070556640625,6.0,116.666253869969,56.7626953125,5.75,-7.647705078125,80.05,1040.0,0.910034602076124,-33.209228515625,-70.5679321289062,2.10135674381484,1.2664794921875,19.3,WFS1
191021_1,18.1884727478027,66.3757305145263,42.8,32.8,0.873501997336884,0.581004134600067,334.45,11.7492673397064,75.0,77.2388916245051,126.266479492187,8.25,-6.37817370891571,92.9,120.0,0.873384972023569,-39.24560546875,-70.1507568359375,1.84210526020681,1.28173828125,8.9,WFS1
191021_7,16.851806640625,68.26171875,48.9,36.95,0.825698324022346,0.646371131405034,265.1,13.323974609375,60.0,113.671154952733,103.225708007812,10.55,-5.950927734375,146.65,160.0,0.876567020250723,-36.138916015625,-66.8281555175781,2.23897435897435,0.0,12.5,WFS1
191021_8,19.8059062957763,64.5446758270263,76.85,74.35,1.14737654320987,0.614251086588927,741.3,13.0004878044128,79.0,126.021490362043,116.72978401184,13.1,-5.82885646820068,180.35,80.0,0.891483841257527,-27.8320293426513,-56.2759361267089,2.23036677525634,0.396728515625,9.05,WFS1
